2021-12-16 10:47:14.179  WARN 50804 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=13h33m33s361ms539µs700ns).
2021-12-16 23:37:54.545 DEBUG 9956 --- [XNIO-1 task-3] c.c.blog.dao.ArticleMapper.selectCount   : <==      Total: 1
2021-12-16 23:37:54.684 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT COUNT(1) FROM t_blog 
2021-12-16 23:37:54.685 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 
2021-12-16 23:37:54.686 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==    Columns: COUNT(1)
2021-12-16 23:37:54.686 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 21
2021-12-16 23:37:54.688 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT id,title,first_picture,flag,views,appreciation,description,commentabled,published,recommend,share_statement,create_time,update_time,type_id,user_id FROM t_blog LIMIT ?,? 
2021-12-16 23:37:54.688 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 0(Long), 5(Long)
2021-12-16 23:37:54.689 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==    Columns: id, title, first_picture, flag, views, appreciation, description, commentabled, published, recommend, share_statement, create_time, update_time, type_id, user_id
2021-12-16 23:37:54.690 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 1, 我是张三, null, null, 2, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, 1, null
2021-12-16 23:37:54.691 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 23, 测试标题数据0, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, null, null
2021-12-16 23:37:54.693 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 24, 测试标题数据1, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, null, null
2021-12-16 23:37:54.694 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 25, 测试标题数据2, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, null, null
2021-12-16 23:37:54.695 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 26, 测试标题数据3, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, null, null
2021-12-16 23:37:54.696 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==      Total: 5
2021-12-16 23:37:54.850 DEBUG 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT category as 'name',count(1) as 'count' FROM articles GROUP BY category 
2021-12-16 23:37:54.850 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : ==>  Preparing: SELECT tags FROM articles 
2021-12-16 23:37:54.851 DEBUG 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:37:54.853 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : ==> Parameters: 
2021-12-16 23:37:54.855 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==    Columns: tags
2021-12-16 23:37:54.855 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: 集合,c++,java,高数
2021-12-16 23:37:54.855 TRACE 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: name, count
2021-12-16 23:37:54.855 TRACE 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: JAVA, 2
2021-12-16 23:37:54.856 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.856 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++
2021-12-16 23:37:54.856 TRACE 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: MYSQL, 2
2021-12-16 23:37:54.856 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++,高数
2021-12-16 23:37:54.856 TRACE 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 设计模式, 20
2021-12-16 23:37:54.856 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.856 DEBUG 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 3
2021-12-16 23:37:54.856 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.857 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.857 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.857 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.857 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.858 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.858 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.858 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.858 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.859 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.859 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.859 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.859 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.860 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.860 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.860 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: 集合,c++,java,高数
2021-12-16 23:37:54.861 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.861 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.861 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:37:54.861 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==      Total: 24
2021-12-16 23:37:54.863  INFO 9956 --- [XNIO-1 task-3] c.cdt.blog.service.impl.TagServiceImpl   : tags: [集合, c++, java, 高数]
2021-12-16 23:37:54.875 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT id,title,gmt_create FROM articles ORDER BY gmt_create DESC 
2021-12-16 23:37:54.876 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:37:54.879 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: id, title, gmt_create
2021-12-16 23:37:54.879 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b09, 测试数据0, 2022-12-15 22:09:17
2021-12-16 23:37:54.880 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0a, 测试数据1, 2022-12-13 22:09:17
2021-12-16 23:37:54.880 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9cf761dce36848be7f927, 快速入门SpringBoot, 2022-12-04 22:09:17
2021-12-16 23:37:54.881 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0b, 测试数据2, 2022-12-04 22:09:17
2021-12-16 23:37:54.882 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0c, 测试数据3, 2022-12-04 22:09:17
2021-12-16 23:37:54.882 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0d, 测试数据4, 2022-12-04 22:09:17
2021-12-16 23:37:54.882 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0e, 测试数据5, 2022-12-04 22:09:17
2021-12-16 23:37:54.883 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0f, 测试数据6, 2022-12-04 22:09:17
2021-12-16 23:37:54.884 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b10, 测试数据7, 2022-12-04 22:09:17
2021-12-16 23:37:54.885 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b11, 测试数据8, 2022-12-04 22:09:17
2021-12-16 23:37:54.885 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b12, 测试数据9, 2022-12-04 22:09:17
2021-12-16 23:37:54.886 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b13, 测试数据10, 2022-12-04 22:09:17
2021-12-16 23:37:54.887 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b14, 测试数据11, 2022-12-04 22:09:17
2021-12-16 23:37:54.887 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b15, 测试数据12, 2022-12-04 22:09:17
2021-12-16 23:37:54.887 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b16, 测试数据13, 2022-12-04 22:09:17
2021-12-16 23:37:54.887 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b17, 测试数据14, 2022-12-04 22:09:17
2021-12-16 23:37:54.888 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b18, 测试数据15, 2022-12-04 22:09:17
2021-12-16 23:37:54.888 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b19, 测试数据16, 2022-12-04 22:09:17
2021-12-16 23:37:54.888 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1a, 测试数据17, 2022-12-04 22:09:17
2021-12-16 23:37:54.889 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1b, 测试数据18, 2022-12-04 22:09:17
2021-12-16 23:37:54.889 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1c, 测试数据19, 2022-12-04 22:09:17
2021-12-16 23:37:54.889 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9c7fc1dce70165fbc2ed8, 快速入门SpringBoot, 2018-12-04 22:09:17
2021-12-16 23:37:54.890 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ece31dcef546e479a9ba, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 23:37:54.890 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ecee1dcef546e479a9bb, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 23:37:54.891 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 24
2021-12-16 23:38:28.249 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT id,title,gmt_create FROM articles ORDER BY gmt_create DESC 
2021-12-16 23:38:28.250 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:38:28.253 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: id, title, gmt_create
2021-12-16 23:38:28.253 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b09, 测试数据0, 2022-12-15 22:09:17
2021-12-16 23:38:28.254 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0a, 测试数据1, 2022-12-13 22:09:17
2021-12-16 23:38:28.254 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9cf761dce36848be7f927, 快速入门SpringBoot, 2022-12-04 22:09:17
2021-12-16 23:38:28.255 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0b, 测试数据2, 2022-12-04 22:09:17
2021-12-16 23:38:28.255 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0c, 测试数据3, 2022-12-04 22:09:17
2021-12-16 23:38:28.255 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0d, 测试数据4, 2022-12-04 22:09:17
2021-12-16 23:38:28.256 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0e, 测试数据5, 2022-12-04 22:09:17
2021-12-16 23:38:28.256 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0f, 测试数据6, 2022-12-04 22:09:17
2021-12-16 23:38:28.256 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b10, 测试数据7, 2022-12-04 22:09:17
2021-12-16 23:38:28.257 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b11, 测试数据8, 2022-12-04 22:09:17
2021-12-16 23:38:28.257 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b12, 测试数据9, 2022-12-04 22:09:17
2021-12-16 23:38:28.257 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b13, 测试数据10, 2022-12-04 22:09:17
2021-12-16 23:38:28.258 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b14, 测试数据11, 2022-12-04 22:09:17
2021-12-16 23:38:28.258 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b15, 测试数据12, 2022-12-04 22:09:17
2021-12-16 23:38:28.258 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b16, 测试数据13, 2022-12-04 22:09:17
2021-12-16 23:38:28.259 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b17, 测试数据14, 2022-12-04 22:09:17
2021-12-16 23:38:28.259 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b18, 测试数据15, 2022-12-04 22:09:17
2021-12-16 23:38:28.259 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b19, 测试数据16, 2022-12-04 22:09:17
2021-12-16 23:38:28.260 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1a, 测试数据17, 2022-12-04 22:09:17
2021-12-16 23:38:28.260 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1b, 测试数据18, 2022-12-04 22:09:17
2021-12-16 23:38:28.260 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1c, 测试数据19, 2022-12-04 22:09:17
2021-12-16 23:38:28.261 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9c7fc1dce70165fbc2ed8, 快速入门SpringBoot, 2018-12-04 22:09:17
2021-12-16 23:38:28.261 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ece31dcef546e479a9ba, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 23:38:28.261 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ecee1dcef546e479a9bb, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 23:38:28.262 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 24
2021-12-16 23:38:36.414 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT sum(views) as total_views FROM articles 
2021-12-16 23:38:36.415 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:38:36.418 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: total_views
2021-12-16 23:38:36.419 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 47
2021-12-16 23:38:36.419 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 1
2021-12-16 23:38:36.422 DEBUG 9956 --- [XNIO-1 task-3] c.c.blog.dao.ArticleMapper.selectCount   : ==>  Preparing: SELECT COUNT( 1 ) FROM articles 
2021-12-16 23:38:36.422 DEBUG 9956 --- [XNIO-1 task-3] c.c.blog.dao.ArticleMapper.selectCount   : ==> Parameters: 
2021-12-16 23:38:36.423 TRACE 9956 --- [XNIO-1 task-3] c.c.blog.dao.ArticleMapper.selectCount   : <==    Columns: COUNT( 1 )
2021-12-16 23:38:36.423 TRACE 9956 --- [XNIO-1 task-3] c.c.blog.dao.ArticleMapper.selectCount   : <==        Row: 24
2021-12-16 23:38:36.423 DEBUG 9956 --- [XNIO-1 task-3] c.c.blog.dao.ArticleMapper.selectCount   : <==      Total: 1
2021-12-16 23:38:36.550 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT COUNT(1) FROM t_blog 
2021-12-16 23:38:36.550 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 
2021-12-16 23:38:36.551 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==    Columns: COUNT(1)
2021-12-16 23:38:36.551 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 21
2021-12-16 23:38:36.552 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT id,title,first_picture,flag,views,appreciation,description,commentabled,published,recommend,share_statement,create_time,update_time,type_id,user_id FROM t_blog LIMIT ?,? 
2021-12-16 23:38:36.552 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 0(Long), 5(Long)
2021-12-16 23:38:36.553 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==    Columns: id, title, first_picture, flag, views, appreciation, description, commentabled, published, recommend, share_statement, create_time, update_time, type_id, user_id
2021-12-16 23:38:36.554 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 1, 我是张三, null, null, 2, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, 1, null
2021-12-16 23:38:36.554 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 23, 测试标题数据0, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, null, null
2021-12-16 23:38:36.555 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 24, 测试标题数据1, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, null, null
2021-12-16 23:38:36.556 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 25, 测试标题数据2, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, null, null
2021-12-16 23:38:36.556 TRACE 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 26, 测试标题数据3, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58, null, null
2021-12-16 23:38:36.561 DEBUG 9956 --- [XNIO-1 task-3] com.cdt.blog.dao.BlogMapper.selectPage   : <==      Total: 5
2021-12-16 23:38:36.680 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : ==>  Preparing: SELECT tags FROM articles 
2021-12-16 23:38:36.681 DEBUG 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : ==> Parameters: 
2021-12-16 23:38:36.682 DEBUG 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT category as 'name',count(1) as 'count' FROM articles GROUP BY category 
2021-12-16 23:38:36.682 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==    Columns: tags
2021-12-16 23:38:36.682 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: 集合,c++,java,高数
2021-12-16 23:38:36.683 DEBUG 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:38:36.683 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:38:36.683 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++
2021-12-16 23:38:36.683 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++,高数
2021-12-16 23:38:36.683 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:38:36.683 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:38:36.683 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:38:36.684 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:38:36.684 TRACE 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: name, count
2021-12-16 23:38:36.684 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:38:36.684 TRACE 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: JAVA, 2
2021-12-16 23:38:36.684 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:38:36.684 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:38:36.684 TRACE 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: MYSQL, 2
2021-12-16 23:38:36.684 TRACE 9956 --- [XNIO-1 task-3] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:38:36.685 TRACE 9956 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 设计模式, 20
